1,0,588,331,672,530,1024,683
1,1,88,357,154,457,1024,683
1,2,347,275,404,436,1024,683
1,3,413,285,461,430,1024,683
1,4,102,164,162,346,1024,683
1,5,788,332,855,518,1024,683
1,6,472,338,584,493,1024,683
1,7,214,47,256,222,1024,683
1,8,395,233,441,425,1024,683
1,9,701,319,809,531,1024,683
1,10,448,321,496,431,1024,683
1,11,904,326,976,423,1024,683
1,12,755,303,810,516,1024,683
1,13,453,294,490,348,1024,683
1,14,756,303,801,389,1024,683
